report_id,reporter_role,setting,age_band,category_label,urgency_label,free_text
5773,CFAV,Off-site Activity,Under 12,Abuse by another young person,Critical,"Cadet Davis disclosed that her section commander, who is 17, has been sending her explicit messages on Snapchat and demanding she send photos of herself without clothes. She showed me screenshots of messages where he said he would make training difficult for her if she didn't comply."
5774,Commanding Officer,Annual Camp,12-14,Abuse by another young person,Critical,"Cadet Brown disclosed that during the overnight exercise last month, Cadet Green digitally penetrated him while he was sleeping in his bunk. Brown said he pretended to stay asleep because he was scared but Green whispered that he knew he was awake and would do worse if he told anyone."
5775,CFAV,Annual Camp,Under 12,Abuse by another young person,Critical,Cadet Williams (16) disclosed that an older cadet from another squadron has been forcing her to send naked photos via Snapchat for the past month. She said he threatened to share intimate photos he already has of her if she refuses. She showed me screenshots of his messages which contain explicit threats and demands.
5776,Parent/Carer,Annual Camp,14-16,Abuse by another young person,Critical,"During overnight camp, Cadet Thompson (14) told me that Cadet Davis (17) has been sexually touching him in his sleeping bag after lights out. He said this has happened three times this week and Davis told him 'no one would believe you anyway'. Thompson was visibly distressed and shaking when he disclosed this."
5777,CFAV,Online/Remote,12-14,Abuse by another young person,Critical,"Cadet Ahmed (15) approached me privately saying that Senior Cadet Jones (17) has been physically assaulting him behind the vehicle shed after parades. He showed me extensive bruising on his ribs and back. Ahmed said Jones punches and kicks him while calling him racial slurs, and threatened worse if he tells anyone."
5778,Parent/Carer,Off-site Activity,Under 12,Abuse by another young person,Critical,"Two cadets reported seeing Cadet Lewis (16) being dragged into the storage room by three older cadets who were laughing and saying 'time for your initiation'. When Lewis emerged 20 minutes later, his uniform was torn, he had a bloody nose, and appeared to be crying. Lewis refused to speak when I approached him."
5779,Civilian Instructor,Online/Remote,Under 12,Abuse by another young person,Critical,"Cadet Parker (14) disclosed that her boyfriend, also a cadet aged 17, has been hitting her and forcing her to have sex. She has visible finger marks on her neck and said the latest incident happened yesterday after training. She's terrified to break up with him because he knows where she lives."
5780,Civilian Instructor,Weekend Exercise,14-16,Abuse by another young person,Critical,"During a residential camp, Cadet Johnson (15) disclosed that Cadet Williams (17) forced him to perform oral sex in the accommodation block toilets last night. Johnson was visibly distressed and said Williams threatened to 'make his life hell' if he told anyone."
5781,Parent/Carer,Annual Camp,Under 12,Abuse by another young person,Critical,Cadet Sarah Mitchell (14) told me that her older brother Cadet Tom Mitchell (16) has been making her touch his genitals at home for the past six months. She said he tells her it's normal between siblings and she mustn't tell their parents.
5782,CFAV,Weekend Exercise,16-18,Abuse by another young person,Critical,"While supervising the changing rooms, I observed Cadet Thompson (16) pinning Cadet Davis (13) against the wall and putting his hand down Davis's trousers. Davis was clearly struggling and saying 'no stop' repeatedly. Thompson only stopped when he saw me approaching."
5783,Parent/Carer,Weekend Exercise,16-18,Abuse by another young person,Critical,Cadet Emma Phillips (14) broke down crying during drill practice and disclosed that Cadet Lewis (17) raped her behind the equipment shed after last week's training session. She said he told her no one would believe her because he's a senior cadet.
5784,CFAV,Annual Camp,12-14,Abuse by another young person,Critical,Cadet Roberts (13) showed me bruising around his neck and bite marks on his arms. He said Cadet Stevens (16) did this to him during what Stevens called 'initiation' but Roberts described it as being held down and bitten while Stevens touched him inappropriately.
5785,Parent/Carer,Annual Camp,Under 12,Abuse by another young person,Critical,"During break, I overheard Cadet Smith telling another cadet that Cadet Jones had forced him to perform oral sex in the equipment store last week. Smith was visibly shaking and said Jones had threatened to hurt him if he told anyone."
5786,Cadet,Weekend Exercise,16-18,Abuse by another young person,Critical,"Cadet Williams disclosed to me that her section leader, Cadet Thompson, has been making her touch his genitals during overnight camps. She said this has happened three times and he tells her it's 'part of her training' and she mustn't tell staff."
5787,CFAV,Annual Camp,12-14,Abuse by another young person,Critical,"I witnessed Cadet Davis pinning Cadet Brown against the wall in the toilets, with his hand down Brown's trousers despite Brown saying 'no' and trying to push him away. When they saw me, Davis immediately let go and both cadets left quickly."
