report_id,timestamp,unit_id,reporter_role,location,age_band,channel,free_text,category_label,urgency_label,status
560,2025-12-07 02:51:08,NW-ACF-021,Cadet,Home,12-14,Phone call,"Staff have noticed the cadet regularly missing key training sessions without clear reasons, and peers have expressed concern. Further conversation with the cadet and parents/carers is needed to understand the situation and decide on next steps.",Attendance / engagement,Medium,In progress
561,2025-10-10 11:44:08,NW-ACF-044,Cadet,Home,Under 12,Phone call,"Cadet disclosed that an older individual they met online has been asking for personal information and to meet in person. Safeguarding procedures should be followed without delay, with a clear record of actions and decisions taken.",Online safety,High,Open
562,2025-10-31 02:15:08,NW-ACF-039,Parent/Carer,Training Weekend,12-14,Phone call,Another cadet reported that this cadet has spoken about wanting to travel to conflict zones and ‘fight for a cause’. The safeguarding lead must be informed immediately and emergency procedures may need to be initiated.,Radicalisation / extremism,Critical,Open
563,2025-12-01 14:09:08,NW-ACF-064,Cadet,Field Exercise,12-14,Email,Cadet disclosed that relatives have spoken about a ‘special procedure’ to be carried out when they visit family abroad and appeared very anxious about this. There are indicators of immediate or very serious risk and urgent safeguarding action is required in line with policy. The cadet has attended most recent parades but staff have noticed changes in presentation and demeanour.,FGM / harmful practices,Critical,Open
564,2025-08-29 14:05:08,NW-ACF-036,Cadet,Online session,18+,Online form,Cadet explained that they are struggling to afford transport to activities and have missed several parades as a result. The concern appears low-level at this stage; staff will continue to observe and provide a safe space for the cadet to talk.,Financial hardship,Low,Closed
565,2025-11-08 22:53:08,NW-ACF-093,Adult Volunteer (CFAV),Annual Camp,12-14,Online form,"Cadet has spoken about feeling ‘numb’ and disconnected from friends and activities, and has stopped engaging in usual hobbies. The information suggests a significant safeguarding concern and the case requires prompt discussion with the safeguarding lead.",Mental health,High,In progress
566,2025-10-03 21:29:08,NW-ACF-060,Adult Volunteer (CFAV),Home,Under 12,In person,"Parent conversation suggested that the family is planning a trip where cultural practices may include procedures that pose a risk of serious harm. Contact with external safeguarding agencies and, if necessary, emergency services should be considered without delay. The cadet has attended most recent parades but staff have noticed changes in presentation and demeanour.",FGM / harmful practices,Critical,Open
567,2025-11-03 03:09:08,NW-ACF-034,Parent/Carer,Field Exercise,12-14,Phone call,Another cadet reported seeing a CFAV regularly isolate this cadet from the group and speak to them behind closed doors. There are indicators of immediate or very serious risk and urgent safeguarding action is required in line with policy.,Abuse by adult in organisation,Critical,In progress
568,2026-02-02 12:09:08,NW-ACF-089,Adult Volunteer (CFAV),Field Exercise,18+,Online form,Parent conversation suggested that the family is planning a trip where cultural practices may include procedures that pose a risk of serious harm. The information suggests a significant safeguarding concern and the case requires prompt discussion with the safeguarding lead.,FGM / harmful practices,High,Closed
569,2025-10-23 01:40:08,NW-ACF-005,Adult Volunteer (CFAV),Home,18+,Other,Cadet hinted that there are ongoing problems between carers at home and that they often stay out late to avoid being there. Staff have agreed to monitor the situation closely and to share information with the safeguarding lead for further review. Staff are considering whether any immediate practical support can be offered to reduce pressure on the cadet.,Home issues,Medium,Open
570,2026-01-12 09:40:08,NW-ACF-010,Cadet,Field Exercise,15-17,Email,Parent mentioned that uniform and boot costs are a concern and that finances are affecting the cadet’s ability to attend events. Staff have agreed to monitor the situation closely and to share information with the safeguarding lead for further review. The information has been logged on the safeguarding system and will be reviewed at the next supervision meeting.,Financial hardship,Medium,In progress
571,2026-01-11 08:13:08,NW-ACF-022,Cadet,Field Exercise,18+,Online form,"Parent mentioned that uniform and boot costs are a concern and that finances are affecting the cadet’s ability to attend events. Contact with external safeguarding agencies and, if necessary, emergency services should be considered without delay.",Financial hardship,Critical,In progress
572,2025-09-21 09:26:08,NW-ACF-011,Parent/Carer,Parade Night - Detachment,18+,Other,Cadet reported that there have been changes in who is living at home and that they do not feel comfortable around one of the adults. Staff have agreed to monitor the situation closely and to share information with the safeguarding lead for further review.,Home issues,Medium,In progress
573,2025-09-15 07:54:08,NW-ACF-099,Other,Field Exercise,12-14,Phone call,"Cadet reports repeated unkind comments and name-calling from a small group during parade nights. Safeguarding procedures should be followed without delay, with a clear record of actions and decisions taken.",Bullying,High,In progress
574,2025-09-06 02:29:08,NW-ACF-074,Parent/Carer,Home,12-14,Email,Cadet showed staff messages received on social media containing threats and humiliating comments from peers. The case will be escalated to the appropriate safeguarding officer and external agencies may need to be consulted. Staff are considering whether any immediate practical support can be offered to reduce pressure on the cadet.,Online safety,High,Open
575,2025-08-27 05:33:08,NW-ACF-045,Adult Volunteer (CFAV),Annual Camp,12-14,In person,"Cadet has appeared increasingly withdrawn and low in mood over several weeks, participating less in activities they previously enjoyed. The concern is having an impact on the cadet and requires timely follow-up in line with safeguarding procedures. Peers have quietly expressed concern about the cadet and asked staff to check whether they are okay.",Mental health,Medium,In progress
576,2026-01-22 04:38:08,NW-ACF-058,Other,Field Exercise,12-14,In person,"Another cadet reported seeing a CFAV regularly isolate this cadet from the group and speak to them behind closed doors. At present there is no indication of immediate risk, but the situation will be monitored and support options explained to the cadet.",Abuse by adult in organisation,Low,Closed
577,2025-09-24 00:15:08,NW-ACF-048,Parent/Carer,Training Weekend,18+,Online form,Cadet has been observed winding up younger cadets and ignoring reminders about behaviour standards. Further conversation with the cadet and parents/carers is needed to understand the situation and decide on next steps.,Behaviour / conduct,Medium,Open
